symbol,sector,week,n_days,mean_ret,wrv_proxy,log_wrv_proxy,wrv_sd,log_wrv_sd
ABBV,Healthcare,2020-10-19,5,-0.004525122891086959,0.03289604045198606,-3.414402979457037,0.015650605351882618,-4.157245682112574
ABBV,Healthcare,2020-10-26,5,0.0017940994895389419,0.06196029938759846,-2.781261431495523,0.030915144894165605,-3.4765090891261883
ABBV,Healthcare,2020-11-02,5,0.017431701080881445,0.08142869446763201,-2.508027556203989,0.035746717576013005,-3.3312968301130526
ABBV,Healthcare,2020-11-09,5,0.012907692903385028,0.048765017844410535,-3.020742070631628,0.01965314405461119,-3.929517950686751
ABBV,Healthcare,2020-11-16,5,0.0036022582799004016,0.019337632637950453,-3.9457022040010874,0.008790089767243159,-4.734130354909079
ABBV,Healthcare,2020-11-23,4,0.009844224307422647,0.022834298178721162,-3.7794915672724403,0.006677578514585084,-5.008999854968403
ABBV,Healthcare,2020-11-30,5,0.004506074839668667,0.026419776496692166,-3.633642439549321,0.01221148064150794,-4.405378733550723
ABBV,Healthcare,2020-12-07,5,-0.0017601488731543383,0.02828173466485774,-3.5655391009078428,0.014003266541909816,-4.268464652160659
ABBV,Healthcare,2020-12-14,5,-0.0035866103390727274,0.030368572391122766,-3.494347008236374,0.01464523233387872,-4.223640434445983
ABBV,Healthcare,2020-12-21,4,-0.002864608101798137,0.012245747502003529,-4.4025765449529635,0.006248584201648551,-5.075400368631342
ABBV,Healthcare,2020-12-28,4,0.009244958941014231,0.022146259381667956,-3.8100866734263965,0.007037512375737134,-4.9565005269761855
ABBV,Healthcare,2021-01-04,5,2.2383409811740137e-4,0.02428743290780714,-3.7177962266989812,0.012141137598407252,-4.411155791117644
ABBV,Healthcare,2021-01-11,5,0.008295061591193854,0.03171789310257969,-3.450874306156073,0.012864529809306819,-4.353281381968652
ABBV,Healthcare,2021-01-18,4,7.679324541193699e-4,0.0199542034734187,-3.914315457418491,0.01148638839731961,-4.466592562265876
ABBV,Healthcare,2021-01-25,5,-0.015720103102784176,0.0628358588896456,-2.767229367039791,0.026041970713583825,-3.648045784260219
ABBV,Healthcare,2021-02-01,5,0.011840024385486318,0.03801478909718386,-3.2697800082012813,0.013639953288582179,-4.294752051163434
ABBV,Healthcare,2021-02-08,5,-0.008050973012131448,0.026647291913986553,-3.625067750269578,0.009823280182032738,-4.623000181634717
ABBV,Healthcare,2021-02-15,4,0.0013606706850741192,0.022435851055269854,-3.797095106007135,0.012857704742311423,-4.353812056482321
ABBV,Healthcare,2021-02-22,5,0.005133062491926069,0.03329790868905658,-3.4022606860983085,0.01562857215434809,-4.158654491610479
ABBV,Healthcare,2021-03-01,5,-0.0019399370154549944,0.019381541479570566,-3.943434135973108,0.009444937427064462,-4.66227640303055
ABBV,Healthcare,2021-03-08,5,0.0028289826585380816,0.014506555567797291,-4.233154623601742,0.006527335597892233,-5.031756443783656
ABBV,Healthcare,2021-03-15,5,-0.009073556976747261,0.0585181268800322,-2.8384187115442607,0.02744414323902348,-3.5956024948469167
ABBV,Healthcare,2021-03-22,5,0.0048904539241313594,0.03767433189392982,-3.2787762680327934,0.01802617947412678,-4.015930162494134
ABBV,Healthcare,2021-03-29,4,0.00592101462493672,0.015318270615434119,-4.178709005151627,0.005609983894594062,-5.183207430290501
ABBV,Healthcare,2021-04-05,5,-0.0018143395000868967,0.02826118746118966,-3.566265883458158,0.013984237355042157,-4.269824486883329
ABBV,Healthcare,2021-04-12,5,0.003103987718000475,0.017664810374564993,-4.036180732756525,0.008122066036450486,-4.813170719185893
ABBV,Healthcare,2021-04-19,5,0.006329996903964892,0.022504911784804238,-3.794021692049223,0.00874823911454178,-4.738902842917283
ABBV,Healthcare,2021-04-26,5,2.1540231696076038e-4,0.011691585480265195,-4.448885885640341,0.005840829997774024,-5.142882369333994
ABBV,Healthcare,2021-05-03,5,0.007481601071423415,0.03346920295186072,-3.3971295778500226,0.014494100293509272,-4.234013588661939
ABBV,Healthcare,2021-05-10,5,0.0011715409995352586,0.018762934170176316,-3.97587194197443,0.009289579607097536,-4.678861979376476
ABBV,Healthcare,2021-05-17,5,-5.331943443524171e-4,0.018663395031316744,-3.9811911584554696,0.009312637019807165,-4.676382981848362
ABBV,Healthcare,2021-05-24,5,-0.005093621312961765,0.025349237494285873,-3.6750066285182035,0.011323194681078494,-4.480902030379467
ABBV,Healthcare,2021-05-31,4,-0.0018620811042827125,0.013561669358148313,-4.300507895039192,0.0075288222103246216,-4.889016662375617
ABBV,Healthcare,2021-06-07,5,0.0053739596441572165,0.026693529565406438,-3.6233340813189128,0.011917920428645215,-4.429712093249095
ABBV,Healthcare,2021-06-14,5,-0.004025686686591975,0.017153693690856717,-4.065541753000016,0.007301000629138416,-4.919743867736652
ABBV,Healthcare,2021-06-21,5,-2.4768068975937143e-4,0.02276123763105605,-3.782696293739488,0.011377249336691667,-4.476139589808886
ABBV,Healthcare,2021-06-28,5,0.003839693558318376,0.017737527473217617,-4.032072687619508,0.007760535544570871,-4.858703933692702
ABBV,Healthcare,2021-07-05,4,0.003042148022375105,0.010779978983044995,-4.530064663127955,0.005137745566385084,-5.2711409014923625
ABBV,Healthcare,2021-07-12,5,0.003789403455435372,0.011702145404349718,-4.4479830860951255,0.004035539441147104,-5.512615295701058
ABBV,Healthcare,2021-07-19,5,0.001171058417834253,0.021590076327331217,-3.8355214991522115,0.0107153453832586,-4.536078416954195
ABBV,Healthcare,2021-07-26,5,-0.0032241060297996046,0.02287953961762571,-3.77751223428025,0.010857014261038269,-4.522943932199318
ABBV,Healthcare,2021-08-02,5,-0.0032070116039043975,0.015427188289886809,-4.171623852809549,0.006829595913993254,-4.986489770547427
ABBV,Healthcare,2021-08-09,5,0.0035163286732254953,0.02193426880792503,-3.819705079411245,0.01023827758277209,-4.581621878326204
ABBV,Healthcare,2021-08-16,5,0.003978003139979974,0.02943944540601045,-3.525419823409959,0.01403173546737018,-4.266433695627349
ABBV,Healthcare,2021-08-23,5,0.001275153135242014,0.010507623928141856,-4.555654196898845,0.005056680804234918,-5.28704497846611
ABBV,Healthcare,2021-08-30,5,-0.013777024409426042,0.073668989794399,-2.608173330959158,0.03345925899298152,-3.3974267297242298
ABBV,Healthcare,2021-09-06,4,-0.011316641912698305,0.0391801445181894,-3.239585177902116,0.018464544292104326,-3.9919029105324224
ABBV,Healthcare,2021-09-13,5,0.0019588662904398216,0.017520767098769333,-4.044368410256059,0.008482209234777969,-4.769784340139441
ABBV,Healthcare,2021-09-20,5,-0.0012290911465121766,0.0183849862620518,-3.996220911465961,0.00908920231130956,-4.700668129174805
ABBV,Healthcare,2021-09-27,5,0.0037381177962904967,0.02117398863676406,-3.8549818017209563,0.009727154921855297,-4.632833828229244
ABBV,Healthcare,2021-10-04,5,0.0037954605631441273,0.01646366530914027,-4.106599428745016,0.007053805196124236,-4.954188063636334
ABBV,Healthcare,2021-10-11,5,-9.457883843799002e-4,0.023992760649349115,-3.7300031337470227,0.01194968603391754,-4.427050274262107
ABBV,Healthcare,2021-10-18,5,-3.4791876634026784e-4,0.02022523703786435,-3.900824096063524,0.010105134535199683,-4.5947116144893325
ABBV,Healthcare,2021-10-25,5,0.009885428421991431,0.048378510841705955,-3.028699554726527,0.02151669024170237,-3.8389263546942587
ABBV,Healthcare,2021-11-01,5,0.004330533422078689,0.017930556691016602,-4.0212489438260715,0.007545483162976667,-4.8868061513074474
ABBV,Healthcare,2021-11-08,5,-3.587321931848355e-4,0.014599446460814791,-4.22677166462941,0.007288696608963455,-4.921430540584087
ABBV,Healthcare,2021-11-15,5,-0.0012521069191650297,0.011569118318025552,-4.459415944826687,0.005612611690901342,-5.182739125728462
ABBV,Healthcare,2021-11-22,4,5.800319725519685e-4,0.03350327468619166,-3.396112093101898,0.019331525774769053,-3.9460180558831994
ABBV,Healthcare,2021-11-29,5,0.003977006844119957,0.02414412917271595,-3.7237140268750335,0.011223369105552803,-4.489757147174401
ABBV,Healthcare,2021-12-06,5,0.01084091223813883,0.029987464627505924,-3.506975830391645,0.008826397113358003,-4.730008375564592
ABBV,Healthcare,2021-12-13,5,0.0063691480009678515,0.03261729951970183,-3.4229124712462085,0.014671894873079424,-4.221821528632777
ABBV,Healthcare,2021-12-20,4,0.006778295605910433,0.021716112224307683,-3.829700795135575,0.009794698648662054,-4.62591399389229
ABBV,Healthcare,2021-12-27,5,0.003441555326018012,0.013492911869657311,-4.305590778115085,0.0055415962369186654,-5.195472690316549
ABBV,Healthcare,2022-01-03,5,-7.695681857383429e-4,0.007757363070087917,-4.8591128130913805,0.003782046596707291,-5.5774899881693925
ABBV,Healthcare,2022-01-10,5,0.003527267340973994,0.02754589223111273,-3.5919018568190264,0.013196288344971928,-4.327819674916979
ABBV,Healthcare,2022-01-17,4,-0.007262042571343347,0.022468485956241888,-3.795641575729672,0.009897538615464396,-4.615469177454403
ABBV,Healthcare,2022-01-24,5,0.00880468715758422,0.02219057622220843,-3.808087574722313,0.005118815618846796,-5.274832191134331
ABBV,Healthcare,2022-01-31,5,0.0039201088233732076,0.020580697917160135,-3.883401636752794,0.009310328415554915,-4.676630912745521
ABBV,Healthcare,2022-02-07,5,0.0019246012123374959,0.016243900495657725,-4.12003779478275,0.007831728005047393,-4.8495721030281524
ABBV,Healthcare,2022-02-14,5,0.0028248492308596143,0.018353949899872123,-3.997910474246221,0.00861638861475002,-4.754089236297702
ABBV,Healthcare,2022-02-21,4,0.009385555209853375,0.03350312288828363,-3.3961166239501015,0.016021908509689795,-4.133798211498251
ABBV,Healthcare,2022-02-28,5,0.0013595403700911027,0.01828730873828854,-4.001547971294084,0.009016428211880067,-4.708707008709669
ABBV,Healthcare,2022-03-07,5,-0.002002520713917389,0.02076407446756607,-3.874530974644946,0.01013775545234605,-4.591488661106321
ABBV,Healthcare,2022-03-14,5,0.0131624438109663,0.035872382390752314,-3.3277875722821117,0.010254001450703664,-4.580087264143784
ABBV,Healthcare,2022-03-21,5,0.002658200245469856,0.0175226545456926,-4.044260689786052,0.008241863860841817,-4.79852876393527
ABBV,Healthcare,2022-03-28,5,0.0016665692473166937,0.01496007644206149,-4.202370196685392,0.00724424982092374,-4.927547252956539
ABBV,Healthcare,2022-04-04,5,0.01455450343550594,0.044120617902200114,-3.1208280796586374,0.014895142436388197,-4.206720130164514
ABBV,Healthcare,2022-04-11,4,-0.016646583803985433,0.058121980702907965,-2.8452113613200067,0.027505936519575582,-3.5933534241678173
ABBV,Healthcare,2022-04-18,5,-0.00922950207549714,0.03668181983664552,-3.3054740189574923,0.015162761652483451,-4.1889127483079545
ABBV,Healthcare,2022-04-25,5,-0.010748954839597775,0.06401041640848155,-2.748709452483324,0.02966324854963058,-3.5178464219843275
ABBV,Healthcare,2022-05-02,5,0.007942059072523789,0.019705353035768234,-3.9268649524455093,0.004269643624091278,-5.456224915624786
ABBV,Healthcare,2022-05-09,5,8.749182010930242e-4,0.021582318127283995,-3.8358809047505686,0.010746732601752405,-4.533153514631843
ABBV,Healthcare,2022-05-16,5,-0.003270917607022134,0.021453907296372053,-3.8418484918579034,0.010084339694815037,-4.596771583709062
ABBV,Healthcare,2022-05-23,5,-0.0013421929338801315,0.030122622965663197,-3.502478795988663,0.014986368847828942,-4.200614234515673
ABBV,Healthcare,2022-05-30,4,-0.004761625709071654,0.020751361019053026,-3.8751434431767797,0.010644664807152688,-4.542696469422485
ABBV,Healthcare,2022-06-06,5,-0.005469302685243389,0.03524601101331086,-3.3454029188702,0.01652811947134623,-4.102692138209741
ABBV,Healthcare,2022-06-13,5,-0.00699229214181723,0.03152645000507716,-3.4569284027859863,0.01368809978539785,-4.291228452427741
ABBV,Healthcare,2022-06-20,4,0.024208563341167673,0.0517349429545002,-2.9616218465739377,0.010524355345769495,-4.554063151097662
ABBV,Healthcare,2022-06-27,5,0.0019076507946343784,0.014812868994776634,-4.212258949357289,0.007092697478482166,-4.9486895483862385
ABBV,Healthcare,2022-07-04,4,-0.0015490114263111475,0.011287726533576244,-4.484039291020599,0.006266711649699311,-5.072503519696599
ABBV,Healthcare,2022-07-11,5,0.002867050423492119,0.02184497044017201,-3.823784569741841,0.010441537756453277,-4.5619634126950075
ABBV,Healthcare,2022-07-18,5,-0.006819818241205425,0.030478397964194385,-3.4907371097748716,0.013194536163204233,-4.327952462111234
ABBV,Healthcare,2022-07-25,5,-0.0067956531801078605,0.04536043653787392,-3.093114995758113,0.021369749016921895,-3.845778954365726
ABBV,Healthcare,2022-08-01,5,-0.0077722385606335525,0.029628220718943728,-3.51902796918476,0.011997843574507991,-4.423028347466833
ABBV,Healthcare,2022-08-08,5,0.006500004875096943,0.019385704335163796,-3.9432193744897095,0.006413953844723397,-5.04927937375774
ABBV,Healthcare,2022-08-15,5,-0.0010546807523183323,0.009271018356972806,-4.6808620503168825,0.004483024200491587,-5.407457415542882
ABBV,Healthcare,2022-08-22,5,-0.007908957969103087,0.028990755354464492,-3.5407782806976233,0.0114859241600014,-4.466632979382535
ABBV,Healthcare,2022-08-29,5,-1.0272118485697662e-4,0.034545271176445506,-3.3654846071244258,0.01727225377914724,-4.0586538927819715
ABBV,Healthcare,2022-09-05,4,0.00925563249265667,0.019133321952638817,-3.956323859134721,0.0027938669490417014,-5.880328639524016
ABBV,Healthcare,2022-09-12,5,0.0036990893998809582,0.036650900635586785,-3.3063172769926994,0.01785267630817644,-4.025601848764179
ABBV,Healthcare,2022-09-19,5,-0.0013931060953532536,0.024599118881487962,-3.7050446545109863,0.012200542270540946,-4.406274879825732
ABBV,Healthcare,2022-09-26,5,-0.012771658663770257,0.06736515899355057,-2.697627323596742,0.030506099066854888,-3.4898286459549093
ABBV,Healthcare,2022-10-03,5,0.006667984382834778,0.04757798773478041,-3.0453850672509235,0.022590677492288012,-3.7902179581468047
ABBV,Healthcare,2022-10-10,5,0.007960638455356545,0.04009124687325096,-3.2165972509592673,0.017961411781701957,-4.019529612198457
ABBV,Healthcare,2022-10-17,5,0.005683124574402405,0.03200330080221223,-3.441916231432881,0.01468606259005452,-4.220856358076023
ABBV,Healthcare,2022-10-24,5,7.466113975121679e-4,0.05100146083736163,-2.9759010027982034,0.025487064683141016,-3.6695842228491573
ABBV,Healthcare,2022-10-31,5,-0.003182147056114494,0.019611106768876063,-3.931659201362114,0.00913735751279556,-4.695384047702727
ABBV,Healthcare,2022-11-07,5,0.00660767804580147,0.024978164435731733,-3.689753258340408,0.010069777216920192,-4.598216695940267
ABBV,Healthcare,2022-11-14,5,0.0063189179407730075,0.02412621060234701,-3.7244564526079156,0.009777914122113244,-4.627629097630335
ABBV,Healthcare,2022-11-21,4,0.007375000902358773,0.02192685658096718,-3.820043065587509,0.009367043046111773,-4.670557809258948
ABBV,Healthcare,2022-11-28,5,0.004999057945146972,0.023873006516383462,-3.735006892797367,0.010547126841427027,-4.551901793456095
ABBV,Healthcare,2022-12-05,5,-7.345775700567294e-4,0.020947463238957617,-3.865737726391483,0.010441482116004036,-4.561968741469254
ABBV,Healthcare,2022-12-12,5,-0.003189778693349022,0.024029191688628933,-3.7284858673929855,0.011473105645880683,-4.467749621989912
ABBV,Healthcare,2022-12-19,5,0.003238835962376821,0.014724315521439303,-4.2182550346376875,0.0064100541265064885,-5.049887564012434
ABBV,Healthcare,2022-12-26,4,-0.002294379398644895,0.00779618341763104,-4.854120970467476,0.0036388536922883083,-5.6160865666321245
ABBV,Healthcare,2023-01-02,4,0.00752739353892722,0.020797204460454154,-3.8729367022471846,0.008284063000935414,-4.793421730343072
ABBV,Healthcare,2023-01-09,5,-0.014296534522838154,0.04334523373272359,-3.138558530295784,0.014636041050527659,-4.22426822706499
ABBV,Healthcare,2023-01-16,4,-0.00661339251609525,0.025470326706514897,-3.670241162962127,0.012567016355640765,-4.376679646874623
ABBV,Healthcare,2023-01-23,5,-0.00447512458892561,0.01216563961159954,-4.409139726109958,0.0034593744639488926,-5.666667497023341
ABBV,Healthcare,2023-01-30,5,-0.0014820755989900796,0.020896107223242165,-3.86819239462055,0.010315819849624463,-4.574076654315943
ABBV,Healthcare,2023-02-06,5,0.00921945112336106,0.03591392363813942,-3.3266302136068417,0.014703898428698185,-4.219642621125377
ABBV,Healthcare,2023-02-13,5,-9.75732506930245e-4,0.02283350291899193,-3.7795263953005125,0.011364512593224258,-4.477259709247156
ABBV,Healthcare,2023-02-20,4,0.0023024531192096147,0.014181426678948597,-4.255822150883596,0.0077439804834844184,-4.860839449222243
ABBV,Healthcare,2023-02-27,5,0.004339968476325991,0.018423648907428272,-3.9941201729073605,0.00783029704396114,-4.84975483305007
ABBV,Healthcare,2023-03-06,5,-0.008308057423370487,0.03499232573608461,-3.3526265062180354,0.014826865562806438,-4.211314503040269
ABBV,Healthcare,2023-03-13,5,0.005936008046187345,0.022131710785213473,-3.8107438217519953,0.008854824457016778,-4.726792832109084
ABBV,Healthcare,2023-03-20,5,0.00486829221648512,0.031287188876289784,-3.4645465662995822,0.014666175730700755,-4.222211407198983
ABBV,Healthcare,2023-03-27,5,0.0017013559466843716,0.010759476632243806,-4.531968365557509,0.0050322280630255905,-5.291892438070176
ABBV,Healthcare,2023-04-03,4,0.003396617533706857,0.011011323049100607,-4.508831167519762,0.005003371950012474,-5.297643203844293
ABBV,Healthcare,2023-04-10,5,0.0018809239254361369,0.014527213472830631,-4.231731597298098,0.006952527547928188,-4.968650009558619
ABBV,Healthcare,2023-04-17,5,0.0010123673424375912,0.015316804454959742,-4.178804722917758,0.007574299646358465,-4.882994387787292
ABBV,Healthcare,2023-04-24,5,-0.014409960602035816,0.08747317221615596,-2.4364231358748847,0.040661164010626145,-3.2024818432864897
ABBV,Healthcare,2023-05-01,5,-0.004131873246945268,0.03012318835191917,-3.502460026675291,0.014335660028762964,-4.245005137542268
ABBV,Healthcare,2023-05-08,5,-0.0011924819513171817,0.007541318421545811,-4.88735825527903,0.003527088654756924,-5.647282492020048
ABBV,Healthcare,2023-05-15,5,-0.002792051301798867,0.025836578432026018,-3.6559640224564776,0.012535460030597684,-4.379193848356611
ABBV,Healthcare,2023-05-22,5,-0.010686429559656698,0.027490638147654473,-3.5939097632637798,0.006795886662124251,-4.991437752456271
ABBV,Healthcare,2023-05-29,4,-0.001257123084635697,0.04408365235270134,-3.121666260203777,0.025410279881405835,-3.672601467094202
ABBV,Healthcare,2023-06-05,5,0.001905134396440474,0.016023939558377782,-4.1336714525692075,0.007723647998647422,-4.863468487871798
ABBV,Healthcare,2023-06-12,5,6.64688312223627e-4,0.025798458807451786,-3.6574405249841195,0.012877804782626512,-4.352250008963299
ABBV,Healthcare,2023-06-19,4,-0.004953563329907177,0.01479875309079344,-4.213212352383415,0.006346966057066533,-5.05977836654251
ABBV,Healthcare,2023-06-26,5,-0.0017587057848121245,0.02269519495238428,-3.7856020530077483,0.011175941165502246,-4.493991921402263
ABBV,Healthcare,2023-07-03,4,0.00142471829564598,0.023298984230696505,-3.7593455146098598,0.013350697575962725,-4.316186642619909
ABBV,Healthcare,2023-07-10,5,0.0029563363483831734,0.021488059252426323,-3.8402578817392006,0.010222977396677628,-4.583117406236054
ABBV,Healthcare,2023-07-17,5,0.011055553458571267,0.03824962657504401,-3.2636214815011955,0.014593728291235909,-4.227163411652511
ABBV,Healthcare,2023-07-24,5,0.009655936447124137,0.0510087509828855,-2.9757580730776154,0.023106855765548894,-3.767625919099359
ABBV,Healthcare,2023-07-31,5,-0.004179914683612277,0.015361629870767484,-4.175882445513934,0.006095515533469425,-5.100201936611992
ABBV,Healthcare,2023-08-07,5,0.005935553173366135,0.020708699799653466,-3.8772013868272936,0.007948211906191284,-4.834808293073838
ABBV,Healthcare,2023-08-14,5,-0.0026991610536138424,0.010909509407936288,-4.518120447340119,0.004543953222556364,-5.39395789194806
ABBV,Healthcare,2023-08-21,5,-0.004649330449351362,0.015391462081181775,-4.173942333617649,0.005674851030206162,-5.171710966143149
ABBV,Healthcare,2023-08-28,5,0.0020482175088888622,0.014362865545027139,-4.243109184780255,0.00680653972011354,-4.989871405413767
ABBV,Healthcare,2023-09-04,4,0.0013795224040601972,0.026790140483850793,-3.619721351547962,0.015385050090821339,-4.174359014391441
ABBV,Healthcare,2023-09-11,5,0.004117809283473429,0.022899384703817804,-3.7766452376118336,0.010483320720770508,-4.557969787610673
ABBV,Healthcare,2023-09-18,5,8.135023866663397e-4,0.013127005419009501,-4.333083688346942,0.006500179624540111,-5.03592546791774
ABBV,Healthcare,2023-09-25,5,-0.004877680111023189,0.026169780915935168,-3.643149934048102,0.011894311842858843,-4.431694989539766
ABBV,Healthcare,2023-10-02,5,-0.0011032087723800172,0.00973439585714643,-4.6320897009284465,0.00470832015495836,-5.358424089568556
ABBV,Healthcare,2023-10-09,5,0.001613799297115248,0.007721884618651462,-4.863696823151301,0.003413420615999356,-5.680040377272259
ABBV,Healthcare,2023-10-16,5,-0.0023522684119671017,0.029538020865443163,-3.52207700258504,0.014532969786296816,-4.231335432312479
ABBV,Healthcare,2023-10-23,5,-0.010242105800622674,0.04716725731449251,-3.054055328076615,0.020617022738600038,-3.881638197888943
ABBV,Healthcare,2023-10-30,5,0.0035528180644214024,0.027386725009850912,-3.597696871682253,0.013104580551955854,-4.334793449437356
ABBV,Healthcare,2023-11-06,5,-0.004042863231564843,0.029613272707057287,-3.519532615888927,0.01409984224093349,-4.261591670246885
ABBV,Healthcare,2023-11-13,5,-4.189783693865641e-4,0.00729127924582436,-4.921076268819354,0.003615419708364436,-5.622547328211837
ABBV,Healthcare,2023-11-20,4,6.679889808413487e-4,0.0038471336431820696,-5.560426916230755,0.002082914636945186,-6.173987098366282
ABBV,Healthcare,2023-11-27,5,0.006722135332993095,0.029827856658658645,-3.512312534908936,0.012881823586687135,-4.3519379855105065
ABBV,Healthcare,2023-12-04,5,0.008023167451600446,0.019600043548914137,-3.9322234908647595,0.00394669568554591,-5.534876585464853
ABBV,Healthcare,2023-12-11,5,0.006277719949607425,0.020830817065841126,-3.87132179904211,0.007695357379648503,-4.8671380696705215
ABBV,Healthcare,2023-12-18,5,0.0011651467042935947,0.021042517671077756,-3.861210237098558,0.010440303105334017,-4.562081663871125
ABBV,Healthcare,2023-12-25,4,4.842680004830209e-5,0.003133841980515117,-5.765495557342108,0.0018084602049798458,-6.315279511248922
